"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"gdnf",0.153623604076586,1.58022356710242e-06,"yes",0.189621640369322,6.68067738973128e-08,"yes","yes",0.0228624508582583,0.000203994625437456,"no",-0.002387341899415,-0.0116350808088599,0.542852084485631,0.0776194039187515,"no","no","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins.
Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression.
The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer.
The recombinant form of this protein,
a highly conserved neurotrophic factor,
was shown to promote the survival and differentiation of dopaminergic neurons in culture,
and was able to prevent apoptosis of motor neurons induced by axotomy.
This protein is a ligand for the product of the RET (rearranged during transfection) protooncogene.
Mutations in this gene may be associated with Hirschsprung disease and Tourette syndrome.
This gene encodes multiple protein isoforms that may undergo similar proteolytic processing.
[provided by RefSeq,
Aug 2016].",0.159736,"Not expressed in liver","not expressed",1.13134257616566,1.12345364585753e-16,1.13077414656628,1.52896535315247e-46,"Portal_endothelial_Cells","EC-enriched",1.14035508387632,1.81027886972804e-114,-0.118187785404774,9.11848682702886e-23
"get3",0.0642556617469515,0.0142933003034543,"no",0.0181945224260643,0.533456124291125,"no","no",-0.00450065405517961,0.353220475603096,"no",-0.00136206320891045,0.00110399106083512,0.658637652614901,0.83175077123449,"no","no","This gene represents the human homolog of the bacterial arsA gene,
encoding the arsenite-stimulated ATPase component of the arsenite transporter responsible for resistance to arsenicals.
This protein is also a central component of a transmembrane domain (TMD) recognition complex (TRC) that is involved in the post-translational delivery of tail-anchored (TA) proteins from the cytosol to the endoplasmic reticulum (ER).
It recognizes and selectively binds the TMD of TA proteins in the cytosol,
and delivers them to the ER for insertion.
[provided by RefSeq,
Oct 2011].",-9,"Not available","Not available",-0.00976485439851341,0.964383659317102,0.137597129696333,0.224674539253281,NA,NA,0.357836813438667,2.08902245351101e-19,-0.0115055818868712,0.226598803355794
"gfap",-0.0760137287013129,0.00378125561358763,"no",-0.0391711120193043,0.189948467509598,"no","no",0.0077943746315066,0.126036317873239,"no",-0.00383465842457905,-0.00736969555210385,0.237622994244076,0.176997180211919,"no","no","This gene encodes one of the major intermediate filament proteins of mature astrocytes.
It is used as a marker to distinguish astrocytes from other glial cells during development.
Mutations in this gene cause Alexander disease,
a rare disorder of astrocytes in the central nervous system.
Alternative splicing results in multiple transcript variants encoding distinct isoforms.
[provided by RefSeq,
Oct 2008].",0.215609,"Not expressed in liver","not expressed",0.0684070522156538,0.765385021098745,-0.385056750596409,0.00336309527532372,NA,NA,-0.848291343443587,2.5076243773035e-92,-0.0944377147140268,5.09680650520199e-21
"gfer",0.202802133939823,8.22572718352979e-27,"yes",0.171461574565126,8.22484906074637e-16,"yes","yes",0.00967283465469006,0.00737288028675585,"no",0.0059089913990444,-0.00136723698453112,0.0102304536790063,0.723673914703344,"no","no","The hepatotrophic factor designated augmenter of liver regeneration (ALR) is thought to be one of the factors responsible for the extraordinary regenerative capacity of mammalian liver.
It has also been called hepatic regenerative stimulation substance (HSS).
The gene resides on chromosome 16 in the interval containing the locus for polycystic kidney disease (PKD1).
The putative gene product is 42% similar to the scERV1 protein of yeast.
The yeast scERV1 gene had been found to be essential for oxidative phosphorylation,
the maintenance of mitochondrial genomes,
and the cell division cycle.
The human gene is both the structural and functional homolog of the yeast scERV1 gene.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC002429.1,
SRR3476690.738756.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000248114.7/ ENSP00000248114.6; RefSeq Select criteria: based on single protein-coding transcript.",11.8526,"Broadly expressed","medium-low",0.61737072876238,4.75160334985373e-05,0.723959887462043,1.93677940061418e-19,"Hepatocyte_6","Hepatocyte-enriched",0.972790313736822,7.57523524135675e-241,-0.0033652350200208,0.634010960132161
"gfod2",0.00381667249601803,0.692577069848054,"no",0.00129994073785624,0.905295199221747,"no","no",-0.00266331302930852,0.156962395020758,"no",-0.000570305709522888,-0.00333875157768878,0.634454740726301,0.0976489856031408,"no","no","",12.2988,"Broadly expressed","medium-low",0.057262419634187,0.471092637813279,0.0495478088358147,0.264373646694625,"Erythroid_Cells","Immune-enriched",0.00726740443084227,0.636527671580031,-0.00950194318762961,0.00933260562386806
"gfra1",0.53263072252487,6.50989516301983e-31,"yes",0.729079675256924,2.50224507967181e-45,"yes","yes",0.0190169570150274,0.0158499357180773,"no",0.00152150627143429,0.0156613538901986,0.761827559592757,0.0636154238575071,"no","no","This gene encodes a member of the glial cell line-derived neurotrophic factor receptor (GDNFR) family of proteins.
The encoded preproprotein is proteolytically processed to generate the mature receptor.
Glial cell line-derived neurotrophic factor (GDNF) and neurturin (NTN) are two structurally related,
potent neurotrophic factors that play key roles in the control of neuron survival and differentiation.
This receptor is a glycosylphosphatidylinositol (GPI)-linked cell surface receptor for both GDNF and NTN,
and mediates activation of the RET tyrosine kinase receptor.
This gene is a candidate gene for Hirschsprung disease.
Alternative splicing results in multiple transcript variants,
at least one of which encodes a preproprotein that is proteolytically processed.
[provided by RefSeq,
Jan 2016].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: AK302914.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].",7.65669,"Broadly expressed","low",1.56999969800928,8.01597248757671e-09,1.76832574929969,3.37690435411349e-34,"Hepatocyte_2","Hepatocyte-enriched",3.86333025930728,4.74303020007597e-322,-0.423662901506059,4.02643175281534e-155
"gfra2",-0.135439565765794,0.0168031112015101,"no",0.23995571977017,0.000187867883641467,"no","no",0.0398405912310047,0.00032199188023024,"no",-0.00622625832925885,0.00135409037068194,0.377845541853019,0.909151441596744,"no","no","Glial cell line-derived neurotrophic factor (GDNF) and neurturin (NTN) are two structurally related,
potent neurotrophic factors that play key roles in the control of neuron survival and differentiation.
The protein encoded by this gene is a member of the GDNF receptor family.
It is a glycosylphosphatidylinositol(GPI)-linked cell surface receptor for both GDNF and NTN,
and mediates activation of the RET tyrosine kinase receptor.
This encoded protein acts preferentially as a receptor for NTN compared to its other family member,
GDNF family receptor alpha 1.
This gene is a candidate gene for RET-associated diseases.
Multiple transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Sep 2009].",0.183834,"Not expressed in liver","not expressed",0.873747046754437,0.037079436026938,1.35244966701109,1.59299895583854e-12,"Non-inflammatory_Macrophage","Immune-enriched",0.731716066885338,6.15568155134716e-16,-0.398449838263365,6.33514179051009e-76
"gfra3",-0.463018580012638,3.12965777592197e-25,"yes",-0.273452470274438,4.66965415336037e-08,"yes","yes",0.0227698383538354,0.00564534309918457,"no",-0.00871461087222232,0.00619250801611021,0.0963483627271805,0.482225857299211,"no","no","The protein encoded by this gene is a glycosylphosphatidylinositol(GPI)-linked cell surface receptor and a member of the GDNF receptor family.
It forms a signaling receptor complex with RET tyrosine kinase receptor and binds the ligand,
artemin.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR3476690.770867.1,
SRR3476690.74221.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA2152474 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000274721.8/ ENSP00000274721.3; RefSeq Select criteria: based on single protein-coding transcript.",0.167754,"Not expressed in liver","not expressed",0.164262137077098,0.656404018661989,-0.427298331913885,0.0474907979238321,NA,NA,-2.13527851298073,4.99406235254929e-224,-0.30086033320634,3.39965148327425e-78
"gfral",-0.0379308701590369,0.133726143467963,"no",-0.0523950563634884,0.0709818857275948,"no","no",0.0133349921382413,0.00210061208588507,"no",-0.00691442241075824,0.0053326492792717,0.0121650221908367,0.251018170126567,"no","no","",0,"Not expressed in liver","not expressed",-0.122014066133178,0.537823187974747,0.0611098337721458,0.572875801826123,NA,NA,1.05429329794472,8.08307516777553e-196,-0.148767934051419,8.64004336304058e-68
"gga1",-0.0263682240486021,0.13059773377476,"no",0.0122181869206348,0.525479832527775,"no","no",0.000334114160468545,0.922290372841555,"no",-0.00187469617506342,-1.85161511681429e-05,0.390421480320141,0.995972707395603,"no","no","This gene encodes a member of the Golgi-localized,
gamma adaptin ear-containing,
ARF-binding (GGA) protein family.
Members of this family are ubiquitous coat proteins that regulate the trafficking of proteins between the trans-Golgi network and the lysosome.
These proteins share an amino-terminal VHS domain which mediates sorting of the mannose 6-phosphate receptors at the trans-Golgi network.
They also contain a carboxy-terminal region with homology to the ear domain of gamma-adaptins.
Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Jul 2008].",16.989,"Broadly expressed","medium-low",-0.225596875649955,0.238180432802994,-0.0652360967703425,0.489399429231745,"NK-like_Cells","Immune-enriched",-0.0560551855828249,0.0452727522606461,-0.00824196732599008,0.217572438446728
"ggact",0.107653291627028,9.90116675982758e-07,"yes",0.0666676832962839,0.0071757503339947,"no","no",-0.0073503064266644,0.0501822950828167,"no",0.00226182220011366,-0.000978921627764539,0.343324711695614,0.807747089859048,"no","no","The protein encoded by this gene aids in the proteolytic degradation of crosslinked fibrin by breaking down isodipeptide L-gamma-glutamyl-L-epsilon-lysine,
a byproduct of fibrin degradation.
The reaction catalyzed by the encoded gamma-glutamylaminecyclotransferase produces 5-oxo-L-proline and a free alkylamine.
Two transcript variants encoding the same protein have been found for this gene.[provided by RefSeq,
Aug 2010].",3.35949,"Broadly expressed","low",-0.335416746164696,0.0520212602404966,-0.119926256186517,0.210105309706116,"Hepatocyte_6","Hepatocyte-enriched",0.284214412538881,2.52899052492006e-20,-0.0281681934456023,0.000128768743782164
"ggct",0.186800590227967,1.07530552758026e-08,"yes",0.105464528284661,0.0043579014298548,"no","no",-0.00996400215116955,0.0707372916904755,"no",-0.000307895190874492,0.000473951373640841,0.930038759142645,0.936089504916276,"no","no","The protein encoded by this gene catalyzes the formation of 5-oxoproline from gamma-glutamyl dipeptides,
the penultimate step in glutathione catabolism,
and may play a critical role in glutathione homeostasis.
The encoded protein may also play a role in cell proliferation,
and the expression of this gene is a potential marker for cancer.
Pseudogenes of this gene are located on the long arm of chromosome 5 and the short arm of chromosomes 2 and 20.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.
[provided by RefSeq,
Dec 2010].",14.0836,"Broadly expressed","medium-low",-0.406308623587482,0.112875969091769,-0.249537707486499,0.0813612064144456,"Hepatocyte_6","Hepatocyte-enriched",0.430532524096142,1.72099038603213e-21,-0.0544254706857096,4.86652699498749e-07
"ggh",0.594615313282522,1.47682235195881e-64,"yes",0.58657915591622,8.24923056144622e-50,"yes","yes",0.0260926747863954,5.73874498198886e-05,"no",0.0371338327168094,-0.0203643834861685,2.05255777151816e-19,0.00339824939176717,"yes","no","This gene catalyzes the hydrolysis of folylpoly-gamma-glutamates and antifolylpoly-gamma-glutamates by the removal of gamma-linked polyglutamates and glutamate.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC025025.1,
U55206.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000260118.7/ ENSP00000260118.6; RefSeq Select criteria: based on conservation,
expression,
longest protein.",32.3619,"Broadly expressed","medium-low",0.843517086195631,3.51177609633202e-05,0.971206952979954,7.93128952598496e-21,"Hepatocyte_5","Hepatocyte-enriched",3.6747112984721,4.74303020007597e-322,-0.380354871656679,9.82004299371768e-195
"ggt1",0.52081725870502,5.32188661645603e-100,"yes",0.320551626634503,3.51360635769991e-30,"yes","yes",0.00580510865796518,0.192115710003776,"no",0.00948586368667011,-0.0139357607886923,0.000830048905095694,0.00350609202745151,"no","no","The enzyme encoded by this gene is a type I gamma-glutamyltransferase that catalyzes the transfer of the glutamyl moiety of glutathione to a variety of amino acids and dipeptide acceptors.
The enzyme is composed of a heavy chain and a light chain,
which are derived from a single precursor protein.
It is expressed in tissues involved in absorption and secretion and may contribute to the etiology of diabetes and other metabolic disorders.
Multiple alternatively spliced variants have been identified.
There are a number of related genes present on chromosomes 20 and 22,
and putative pseudogenes for this gene on chromosomes 2,
13,
and 22.
[provided by RefSeq,
Jan 2014].",19.8182,"Broadly expressed","medium-low",1.37374917998839,7.68009373495361e-41,1.58677007801821,2.562179249405e-185,"Hepatocyte_5","Hepatocyte-enriched",2.27554839086429,4.74303020007597e-322,0.296162429850511,3.61167523329824e-259
"ggt5",-0.208461065633788,0.00019028459614215,"no",0.0655432589720948,0.295919384638518,"no","no",0.0660897491092241,5.10646234298481e-11,"yes",0.0266504391479727,-0.00954731556009308,3.196482038778e-05,0.375923937955014,"no","no","This gene is a member of the gamma-glutamyl transpeptidase gene family,
and some reports indicate that it is capable of cleaving the gamma-glutamyl moiety of glutathione.
The protein encoded by this gene is synthesized as a single,
catalytically-inactive polypeptide,
that is processed post-transcriptionally to form a heavy and light subunit,
with the catalytic activity contained within the small subunit.
The encoded enzyme is able to convert leukotriene C4 to leukotriene D4,
but appears to have distinct substrate specificity compared to gamma-glutamyl transpeptidase.
Alternative splicing results in multiple transcript variants encoding different isoforms.
[provided by RefSeq,
Oct 2014].",23.1081,"Broadly expressed","medium-low",2.00446830734113,2.27002179311563e-25,2.17724410582532,1.96294736736814e-134,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.308889547531328,0.000171936378213068,-0.152504718461111,1.79379511075694e-14
"gh1",-0.0839368098832669,2.10290931027036e-39,"yes",-0.0567114223116179,2.56845871144112e-15,"yes","yes",0.00162722175152906,0.201224720637752,"no",0.000266286993303336,-0.00341022143543878,0.742698355307125,0.0124736377006368,"no","no","The protein encoded by this gene is a member of the somatotropin/prolactin family of hormones which play an important role in growth control.
The gene,
along with four other related genes,
is located at the growth hormone locus on chromosome 17 where they are interspersed in the same transcriptional orientation; an arrangement which is thought to have evolved by a series of gene duplications.
The five genes share a remarkably high degree of sequence identity.
Alternative splicing generates additional isoforms of each of the five growth hormones,
leading to further diversity and potential for specialization.
This particular family member is expressed in the pituitary but not in placental tissue as is the case for the other four genes in the growth hormone locus.
Mutations in or deletions of the gene lead to growth hormone deficiency and short stature.
[provided by RefSeq,
Jul 2008].",1.87128,"Broadly expressed","low",0.141175472469259,0.00895884213268648,0.112317318338103,0.000243235759114132,NA,NA,-0.446448746377748,4.74303020007597e-322,-0.00282537013193325,0.254037592377075
"gh2",-0.00531715047914108,0.477097673509829,"no",0.0106425335149634,0.201285703061674,"no","no",-0.00125209545841741,0.378821191045472,"no",-0.00118611035628976,0.00032318443001707,0.190904119447577,0.832062635664449,"no","no","The protein encoded by this gene is a member of the somatotropin/prolactin family of hormones which play an important role in growth control.
The gene,
along with four other related genes,
is located at the growth hormone locus on chromosome 17 where they are interspersed in the same transcriptional orientation; an arrangement which is thought to have evolved by a series of gene duplications.
The five genes share a remarkably high degree of sequence identity.
Alternative splicing generates additional isoforms of each of the five growth hormones,
leading to further diversity and potential for specialization.
As in the case of its pituitary counterpart,
growth hormone 1,
the predominant isoform of this particular family member shows similar somatogenic activity,
with reduced lactogenic activity.
Mutations in this gene lead to placental growth hormone/lactogen deficiency.
[provided by RefSeq,
Jul 2008].",0,"Not expressed in liver","not expressed",-0.0197053173730891,0.771933251104192,-0.0475006719467884,0.226082846524594,NA,NA,0.0181673719383138,0.118631948421013,-0.00664543555660455,0.0170141383278398
"ghr",1.31776350071727,3.0336220957234e-164,"yes",0.705893591580024,4.55626718350039e-36,"yes","yes",-0.0105178520229505,0.226369217766764,"no",-0.0131375660259408,0.0178141645254398,0.017628074938279,0.0559402445270309,"no","no","This gene encodes a member of the type I cytokine receptor family,
which is a transmembrane receptor for growth hormone.
Binding of growth hormone to the receptor leads to receptor dimerization and the activation of an intra- and intercellular signal transduction pathway leading to growth.
Mutations in this gene have been associated with Laron syndrome,
also known as the growth hormone insensitivity syndrome (GHIS),
a disorder characterized by short stature.
In humans and rabbits,
but not rodents,
growth hormone binding protein (GHBP) is generated by proteolytic cleavage of the extracellular ligand-binding domain from the mature growth hormone receptor protein.
Multiple alternatively spliced transcript variants have been found for this gene.[provided by RefSeq,
Jun 2011].",29.1498,"Broadly expressed","medium-low",0.13808433623218,0.727475265512697,0.82273610222219,0.000217508537968524,"Hepatocyte_2","Hepatocyte-enriched",6.00410034422071,4.74303020007597e-322,-0.0796696054579355,3.81761957876107e-06
"ghrhr",-0.0119395201634422,0.59231991799207,"no",-0.0582528342593342,0.0207681072623674,"no","no",0.000411277831024565,0.923472751669927,"no",0.00116331985302038,-0.00213103072271625,0.669853009874922,0.642129619288079,"no","no","This gene encodes a receptor for growth hormone-releasing hormone.
Binding of this hormone to the receptor leads to synthesis and release of growth hormone.
Mutations in this gene have been associated with isolated growth hormone deficiency (IGHD),
also known as Dwarfism of Sindh,
a disorder characterized by short stature.
[provided by RefSeq,
Jun 2010].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: L09237.1,
L01406.1 [ECO:0000332].
 RefSeq Attributes: MANE Ensembl match: ENST00000326139.7/ ENSP00000320180.2; RefSeq Select criteria: based on single protein-coding transcript.",0.0741383,"Not expressed in liver","not expressed",0.120004418267787,0.493922986438972,0.0521029980708066,0.620602082122622,"Hepatocyte_5","Hepatocyte-enriched",0.0524952647362987,0.133742263661228,-0.00405535565963778,0.625154595159393
"ghrl",-0.132690285459619,1.73755877665353e-18,"yes",-0.170557030508113,3.79968637839494e-24,"yes","yes",-0.00848828160925219,0.00230364655805079,"no",-0.00769460180587354,0.00731310308647411,1.44684230962811e-05,0.0143001226234835,"yes","no","This gene encodes the ghrelin-obestatin preproprotein that is cleaved to yield two peptides,
ghrelin and obestatin.
Ghrelin is a powerful appetite stimulant and plays an important role in energy homeostasis.
Its secretion is initiated when the stomach is empty,
whereupon it binds to the growth hormone secretagogue receptor in the hypothalamus which results in the secretion of growth hormone (somatotropin).
Ghrelin is thought to regulate multiple activities,
including hunger,
reward perception via the mesolimbic pathway,
gastric acid secretion,
gastrointestinal motility,
and pancreatic glucose-stimulated insulin secretion.
It was initially proposed that obestatin plays an opposing role to ghrelin by promoting satiety and thus decreasing food intake,
but this action is still debated.
Recent reports suggest multiple metabolic roles for obestatin,
including regulating adipocyte function and glucose metabolism.
Alternative splicing results in multiple transcript variants.
In addition,
antisense transcripts for this gene have been identified and may potentially regulate ghrelin-obestatin preproprotein expression.
[provided by RefSeq,
Nov 2014].",0.381693,"Not expressed in liver","not expressed",-0.422326194300011,0.000177830769100946,-0.476123105549914,1.2916879544956e-13,"Mature_B_Cells","Immune-enriched",-1.19110416848154,4.74303020007597e-322,0.154147945587143,3.12161477770274e-175
"gid8",-0.0456606746242667,0.332907485541692,"no",0.0526628832757946,0.330661814500137,"no","no",0.00312971766550506,0.697668355480291,"no",0.00161981458063423,-0.0128188483114049,0.751681759961996,0.13733094417561,"no","no","",17.5239,"Broadly expressed","medium-low",0.483950384136367,0.0193514770776947,0.255462286175184,0.0917922641439017,"Erythroid_Cells","Immune-enriched",-0.0527309457080665,0.424027082902709,-0.0218237367683399,0.165648519220052
"gigyf2",0.110248525384095,2.25186701756912e-08,"yes",0.0735618327377089,0.000884693277416862,"no","no",0.000193055450355516,0.955241447687117,"no",-0.00192288543102799,-0.00174572576936434,0.378963960062006,0.635550171729426,"no","no","This gene contains CAG trinucleotide repeats and encodes a protein containing several stretches of polyglutamine residues.
The encoded protein may be involved in the regulation of tyrosine kinase receptor signaling.
This gene is located in a chromosomal region that was genetically linked to Parkinson disease type 11,
and mutations in this gene were thought to be causative for this disease.
However,
more recent studies in different populations have been unable to replicate this association.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
May 2013].",5.08447,"Broadly expressed","low",-0.0562758859052327,0.723467380062472,0.066109526840782,0.443368101937062,"Erythroid_Cells","Immune-enriched",0.542985142121448,4.35415811682822e-83,-0.072854990798647,1.6541493148515e-27
"gimap7",0.0010591938045625,0.983045952287036,"no",-0.0661739172592381,0.234635482592733,"no","no",-0.00350840731593621,0.677793431424958,"no",-0.0110195274963382,0.00206508485985794,0.0404032267855458,0.819536636935911,"no","no","This gene encodes a protein belonging to the GTP-binding superfamily and to the immuno-associated nucleotide (IAN) subfamily of nucleotide-binding proteins.
In humans,
the IAN subfamily genes are located in a cluster at 7q36.1.
[provided by RefSeq,
Jul 2008].
 Evidence Data: Transcript exon combination: BC027613.1,
SRR5189664.58287.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000313543.5/ ENSP00000315474.4; RefSeq Select criteria: based on conservation,
expression,
longest protein.",4.66913,"Broadly expressed","low",0.604416298703231,0.0213583737713776,0.480258748431427,0.00230717888726617,"gamma-delta_T_Cells_1","Immune-enriched",-0.146100983252736,0.0349752159841649,0.0968014159885207,5.7274437939675e-09
"gimap8",0.183534118940672,2.17272596396232e-09,"yes",0.169883266896558,8.80414681685381e-07,"yes","yes",0.00716159478447353,0.184721818834828,"no",-0.00272469617013091,0.00147169178567671,0.427749437864266,0.799187644496657,"no","no","This gene encodes a protein belonging to the GTP-binding superfamily and to the immuno-associated nucleotide (IAN) subfamily of nucleotide-binding proteins.
In humans,
the IAN subfamily genes are located in a cluster at 7q36.1.
[provided by RefSeq,
Jul 2008].
 Evidence Data: Transcript exon combination: AL834361.1,
SRR1803615.99775.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000307271.4/ ENSP00000305107.3; RefSeq Select criteria: based on conservation,
expression,
longest protein.",2.28693,"Broadly expressed","low",0.508619843601473,0.00079570323625439,0.437476907677124,4.55506284369213e-06,"Central_venous_LSECs","EC-enriched",0.913974383507718,7.08022509603799e-95,-0.0607791419773443,9.41474758524068e-09
"gip",-0.032753565397876,0.288993921677284,"no",0.0517934002907341,0.136179126072061,"no","no",0.00403774867272923,0.436868770384092,"no",-0.00438995615496604,0.00789158142614959,0.184646567852443,0.156603028520289,"no","no","This gene encodes an incretin hormone and belongs to the glucagon superfamily.
The encoded protein is important in maintaining glucose homeostasis as it is a potent stimulator of insulin secretion from pancreatic beta-cells following food ingestion and nutrient absorption.
This gene stimulates insulin secretion via its G protein-coupled receptor activation of adenylyl cyclase and other signal transduction pathways.
It is a relatively poor inhibitor of gastric acid secretion.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: ERR279836.3413.1,
BC069100.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1968189,
SAMEA1968968 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000357424.2/ ENSP00000350005.2; RefSeq Select criteria: based on single protein-coding transcript.",0,"Not expressed in liver","not expressed",0.0411325187549445,0.845207788128208,-0.0454769285438421,0.714472294547113,NA,NA,-0.111064607673896,0.0091286608865156,-0.0143828935261317,0.161529442027813
"gipc2",0.261039915396266,1.40795495815998e-06,"yes",0.37500644011707,5.63887431310232e-10,"yes","yes",0.0210254047193968,0.0172734421861917,"no",0.0125384021796384,-0.00265680300904423,0.0253812322276509,0.778808621719624,"no","no","",7.51838,"Broadly expressed","low",1.31755273966149,8.60439810624158e-07,1.39529532882396,5.11107906707956e-25,"Hepatocyte_1","Hepatocyte-enriched",1.69343976943736,4.1517689492468e-122,-0.0318252902063975,0.0665800583211671
"gipc3",0.0560088798637111,0.000413276355106896,"no",0.0338972878998669,0.0559960557199063,"no","no",-0.00575822898532762,0.0344524025726566,"no",0.000146161746152205,-0.000318586413498921,0.93272169236238,0.912973791772081,"no","no","The protein encoded by this gene belongs to the GIPC family.
Studies in mice suggest that this gene is required for postnatal maturation of the hair bundle and long-term survival of hair cells and spiral ganglion in the ear.
Mutations in this gene are associated with autosomal recessive deafness.
[provided by RefSeq,
Dec 2011].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: AB073738.1,
BC117314.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1968189,
SAMEA1968540 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000644452.3/ ENSP00000493901.2; RefSeq Select criteria: based on manual assertion,
conservation,
expression.",0.966885,"Broadly expressed","low",-0.223136036008713,0.0519815955383656,-0.184421435097112,0.00507841712826685,"Central_venous_LSECs","EC-enriched",0.12125862193834,5.22246173932905e-08,-0.0162380135500337,0.00233403254300127
"gipr",-0.0425546234505202,0.221366540844224,"no",-0.0125755498248143,0.744467243148603,"no","no",-0.0016454793012713,0.77939575355247,"no",-0.00132937955606075,0.00171718728799433,0.722486316903214,0.784968086417169,"no","no","This gene encodes a G-protein coupled receptor for gastric inhibitory polypeptide (GIP),
which was originally identified as an activity in gut extracts that inhibited gastric acid secretion and gastrin release,
but subsequently was demonstrated to stimulate insulin release in the presence of elevated glucose.
Mice lacking this gene exhibit higher blood glucose levels with impaired initial insulin response after oral glucose load.
Defect in this gene thus may contribute to the pathogenesis of diabetes.
[provided by RefSeq,
Oct 2011].",0.321825,"Not expressed in liver","not expressed",-0.113242797155943,0.678106750223602,0.0518719873442097,0.710898702165083,"Plasma_Cells","Immune-enriched",0.0228594312230728,0.635523983079592,0.00559869242604007,0.627767101191754
"git1",0.075598112323714,2.39967773530517e-06,"yes",0.0560239183009661,0.00198743120232907,"no","no",-0.00536782400125266,0.0535739420239973,"no",-0.000709613863852302,0.00417654923606419,0.688824715104953,0.160953531249028,"no","no","",6.39035,"Broadly expressed","low",-0.190662142984851,0.119584100383551,-0.216833358684621,0.00213066614479937,"Portal_endothelial_Cells","EC-enriched",0.265732984358157,2.15738740883703e-31,-0.0595172321349225,1.19238483948596e-27
